trade_date,small_cap
2025-06-05,0.005361447710434943
2025-06-06,-0.0009077410606518101
2025-06-09,0.006735105466007003
2025-06-10,-0.009820314379712692
2025-06-11,0.007878055203717624
2025-06-12,0.0009278367914775825
2025-06-13,-0.013647758294362053
2025-06-16,0.007979179020413892
2025-06-17,0.0004477860269440301
2025-06-18,0.0013067861944860736
2025-06-19,-0.01292192882985743
2025-06-20,-0.0022870583663564727
2025-06-23,0.0114826179025553
2025-06-24,0.015634378193353844
2025-06-25,0.010983218876516722
2025-06-26,-0.0030120391497913683
2025-06-27,0.0014823414980377452
2025-06-30,0.009421333253980212
2025-07-01,0.0036974144412209027
2025-07-02,-0.0038702235333081055
2025-07-03,0.002501822240552388
2025-07-04,-0.004895506319550705
2025-07-07,0.002714191127524526
2025-07-08,0.011669290447325885
2025-07-09,-0.003987222099807635
2025-07-10,-4.0695436124243696e-05
2025-07-11,0.0006923277384829544
2025-07-14,0.004309980520683898
2025-07-15,-0.007228793506448375
2025-07-16,0.00023185799072341688
2025-07-17,0.006196454548441487
2025-07-18,0.0037806189444129453
2025-07-21,0.009433721526990058
2025-07-22,0.005498038407520363
2025-07-23,-0.0046160877787801945
2025-07-24,0.008176886625398993
2025-07-25,-0.0017361658621578113
2025-07-28,0.00447598336840149
2025-07-29,-0.0010692343031550285
2025-07-30,-0.0013808904992468121
2025-07-31,-0.011144755358660073
2025-08-01,0.0011697608966699808
2025-08-04,0.010899561390027346
2025-08-05,0.009919954732478791
2025-08-06,0.006727404920569069
2025-08-07,0.0013970774941207953
2025-08-08,-0.0036251585649153067
2025-08-11,0.010813677139121137
2025-08-12,0.0036164534967118704
2025-08-13,0.0054334481365202695
2025-08-14,-0.013465067551064238
2025-08-15,0.014373297459851768
2025-08-18,0.01793282934631597
2025-08-19,0.0012803158996458912
2025-08-20,0.009292045769133369
2025-08-21,-0.003344117713253691
2025-08-22,0.011453331706006766
2025-08-25,0.013994887428272575
2025-08-26,-0.0029097458810255212
2025-08-27,-0.022172459930972204
2025-08-28,0.00877858016011534
2025-08-29,0.0018300692579455193
2025-09-01,0.0057193373930734225
2025-09-02,-0.010037375811660545
2025-09-03,-0.015901683714479004
2025-09-04,-0.007836793538290851
2025-09-05,0.019955144497395723
2025-09-08,0.004037562664069293
2025-09-09,-0.008019241634125727
2025-09-10,0.00032311572116526163
2025-09-11,0.016332097964259874
2025-09-12,-0.0023048445667943535
2025-09-15,-0.0025104279463191085
2025-09-16,0.005509101778407759
2025-09-17,0.005431776189045573
2025-09-18,-0.015502609219101333
2025-09-19,-0.0024848401337334595
2025-09-22,-0.0002578507239333193
2025-09-23,-0.006089990235953398
2025-09-24,0.010184764514945469
2025-09-25,-0.004736593650233878
2025-09-26,-0.005905545239749322
2025-09-29,0.010943331554792593
2025-09-30,0.0028234071241577245
2025-10-09,0.008740055490696983
2025-10-10,-0.006809046614399761
2025-10-13,-0.0035338963391199
2025-10-14,-0.006792295611897707
2025-10-15,0.01274962666647717
2025-10-16,-0.0015359897644519212
2025-10-17,-0.02267018042088927
2025-10-20,0.010254096450780641
2025-10-21,0.015513423015540468
2025-10-22,-0.00017525041381582273
2025-10-23,0.003140270449496114
2025-10-24,0.007575673198459632
2025-10-27,0.008548091723664566
2025-10-28,-0.002051758696368461
2025-10-29,0.007205722455008393
2025-10-30,-0.011220149215114019
2025-10-31,-0.0004623113581843873
2025-11-03,0.004317207276786447
2025-11-04,-0.00462174026393902
2025-11-05,0.004313346531350357
2025-11-06,0.004772406148801844
2025-11-07,-0.004393021703965483
2025-11-10,0.008679161609333262
2025-11-11,-0.0017648061468666786
2025-11-12,-0.0015471840487291876
2025-11-13,0.00827105294651137
2025-11-14,-0.007120007543464645
2025-11-17,-0.004702225961491202
2025-11-18,-0.008786107172167235
2025-11-19,-0.005883644786664606
2025-11-20,-0.004287110119584325
2025-11-21,-0.030962533523540784
2025-11-24,0.007973657341126355
2025-11-25,0.012497757994349401
2025-11-26,-0.0028368086552870947
2025-11-27,0.0033718279573290784
2025-11-28,0.005124265961311719
2025-12-01,0.010779429434015296
2025-12-02,-0.0065652079572070575
2025-12-03,-0.008927067675345943
2025-12-04,-0.005504814860838806
2025-12-05,0.011929471984460111
2025-12-08,0.007427975627606782
2025-12-09,-0.008814266438379894
2025-12-10,-0.001808134122113287
2025-12-11,-0.006379587368910609
2025-12-12,0.006839007261073501
2025-12-15,-0.003423303093962636
2025-12-16,-0.010160338402616086
2025-12-17,0.009492817994215865
2025-12-18,0.0015003920522514565
2025-12-19,0.006802946843862311
