trade_date,price_volume_corr_20
2025-08-18,0.011017194772581246
2025-08-19,0.0011886503114839693
2025-08-20,0.010112182611124624
2025-08-21,-0.001796807777208866
2025-08-22,0.007914285719537234
2025-08-25,0.011985527106024208
2025-08-26,0.0005814600074166111
2025-08-27,-0.019293856010514837
2025-08-28,0.009141010580376242
2025-08-29,0.000798166307020703
2025-09-01,0.006186100354273861
2025-09-02,-0.011165152240421502
2025-09-03,-0.016891819798372076
2025-09-04,-0.005964944899997466
2025-09-05,0.016399815461668972
2025-09-08,0.00785022346399571
2025-09-09,-0.005830886402015903
2025-09-10,0.0016565623876442428
2025-09-11,0.01405683569569065
2025-09-12,-0.0036505690502037125
2025-09-15,-0.002729539658714574
2025-09-16,0.0043043998823653175
2025-09-17,0.0021647455438571477
2025-09-18,-0.014920367163121543
2025-09-19,-0.0017596336825984446
2025-09-22,-0.00045366916899711613
2025-09-23,-0.004087667197993751
2025-09-24,0.012792382764182646
2025-09-25,-0.0037520674375479887
2025-09-26,-0.0015499774853837051
2025-09-29,0.00826365978498479
2025-09-30,0.003115002942788581
2025-10-09,0.007159657352429969
2025-10-10,-0.0038191674324245476
2025-10-13,-0.0010091620080946075
2025-10-14,-0.004051864223030292
2025-10-15,0.012205279435866039
2025-10-16,-0.001596373293033685
2025-10-17,-0.01823562184495883
2025-10-20,0.008028007055778176
2025-10-21,0.013351942814480225
2025-10-22,0.0002646833910352064
2025-10-23,0.00268945466506574
2025-10-24,0.005352925309130127
2025-10-27,0.0100635276410068
2025-10-28,-0.000917605730217539
2025-10-29,0.002775563804015935
2025-10-30,-0.008603788961730427
2025-10-31,-0.00036875090376488226
2025-11-03,0.005993849298546349
2025-11-04,-0.005592899724510538
2025-11-05,0.0058263062289799295
2025-11-06,0.005570898021146392
2025-11-07,-0.0022954851130327952
2025-11-10,0.006950837206015271
2025-11-11,0.0002692545457565184
2025-11-12,-0.0034701959518669014
2025-11-13,0.00840901605456008
2025-11-14,-0.004587588863747789
2025-11-17,-0.003956577088423576
2025-11-18,-0.008964775311281637
2025-11-19,-0.006617790444907001
2025-11-20,-0.004462249406902811
2025-11-21,-0.03315945920323464
2025-11-24,0.009975401057497602
2025-11-25,0.012762357350207356
2025-11-26,-0.0028129374896849703
2025-11-27,0.0039218220436521385
2025-11-28,0.005314712682693656
2025-12-01,0.008838896760953495
2025-12-02,-0.005942813028694597
2025-12-03,-0.0062676488629852456
2025-12-04,-0.004724201549711599
2025-12-05,0.011671760311949256
2025-12-08,0.00595838090159814
2025-12-09,-0.00627772420026392
2025-12-10,-0.000859357426138416
2025-12-11,-0.010550381507057841
2025-12-12,0.0038981929569171783
2025-12-15,-0.002748073961803003
2025-12-16,-0.011187215769524653
2025-12-17,0.007026622531911854
2025-12-18,0.004551247975342032
2025-12-19,0.008636190280990674
