trade_date,volume_surge_reversal_5_20
2025-06-18,0.0017295095595226857
2025-06-19,-0.013463021997628147
2025-06-20,-0.0036273921090165975
2025-06-23,0.012270418594143859
2025-06-24,0.01930026551073223
2025-06-25,0.012479639106467981
2025-06-26,-0.0021791227363289634
2025-06-27,0.0009463908678389313
2025-06-30,0.009290420522803187
2025-07-01,0.0033096476238384112
2025-07-02,-0.0030573201191182674
2025-07-03,0.006117997454148994
2025-07-04,-0.007507926776299852
2025-07-07,0.0030467310668557106
2025-07-08,0.01006599446091886
2025-07-09,0.00013956638889329543
2025-07-10,0.0014154717011699246
2025-07-11,0.002541973931982417
2025-07-14,0.0042547941235009075
2025-07-15,-0.011459563971747676
2025-07-16,0.0023745683565954464
2025-07-17,0.008149552834935755
2025-07-18,0.002950582123797813
2025-07-21,0.00949564395144449
2025-07-22,0.005051087185650007
2025-07-23,-0.00566560384498106
2025-07-24,0.010181012221693663
2025-07-25,0.00047322389758716594
2025-07-28,0.005633637544144071
2025-07-29,-0.002891453027652377
2025-07-30,-0.00568178321204864
2025-07-31,-0.01476079419471561
2025-08-01,0.002298084626743154
2025-08-04,0.008594147513677831
2025-08-05,0.011987120367202706
2025-08-06,0.007383197316706087
2025-08-07,-0.0009201850093290641
2025-08-08,-0.0017389606108428662
2025-08-11,0.009792439040484685
2025-08-12,0.0025803376897636223
2025-08-13,0.005908102475041667
2025-08-14,-0.011015650863629621
2025-08-15,0.014453159092695091
2025-08-18,0.014861679075999586
2025-08-19,0.001643916094691508
2025-08-20,0.01269769128541009
2025-08-21,-0.002629093811611837
2025-08-22,0.012086435578422289
2025-08-25,0.012190586439123291
2025-08-26,-0.0025208524276074287
2025-08-27,-0.02075540311494563
2025-08-28,0.008502679133843546
2025-08-29,0.0035338416435186744
2025-09-01,0.006243003986353855
2025-09-02,-0.013799580031912584
2025-09-03,-0.017586370067648602
2025-09-04,-0.008819592916399686
2025-09-05,0.01661955924039277
2025-09-08,0.007824683427258805
2025-09-09,-0.007416877823826012
2025-09-10,0.001732443909771386
2025-09-11,0.016042079214468905
2025-09-12,-0.003632142146782582
2025-09-15,-0.0022263655663283385
2025-09-16,0.0036880717323445264
2025-09-17,0.004629013168451795
2025-09-18,-0.013413281762680402
2025-09-19,-0.0019420307487003254
2025-09-22,0.0015887802383719504
2025-09-23,-0.006697847397153925
2025-09-24,0.011836037346787205
2025-09-25,-0.004176092618202632
2025-09-26,-0.005440173396180238
2025-09-29,0.00851004419876753
2025-09-30,0.004209807213669638
2025-10-09,0.00786761766377808
2025-10-10,-0.008045139878657905
2025-10-13,-0.004266781952728767
2025-10-14,-0.008859401854831576
2025-10-15,0.014742088144841474
2025-10-16,-0.004834436914162732
2025-10-17,-0.022769396102278048
2025-10-20,0.009034158042303205
2025-10-21,0.013393293146630599
2025-10-22,-0.00019670705255295842
2025-10-23,0.00057872376119207
2025-10-24,0.0076954805172412205
2025-10-27,0.008908027672234836
2025-10-28,-0.0026947067194988566
2025-10-29,0.005929791932321793
2025-10-30,-0.0128375430547713
2025-10-31,0.002046002106127337
2025-11-03,0.005494030045343427
2025-11-04,-0.006967464234351986
2025-11-05,0.003320967656395525
2025-11-06,0.009753397479829713
2025-11-07,-0.0034934370158165246
2025-11-10,0.006119480996331082
2025-11-11,-0.0030299556537265212
2025-11-12,-0.0036886099492639286
2025-11-13,0.008243250391876648
2025-11-14,-0.006550364741874688
2025-11-17,-0.00428183744006414
2025-11-18,-0.008556928801052103
2025-11-19,-0.007413898323329855
2025-11-20,-0.003873917573105458
2025-11-21,-0.03456909825083318
2025-11-24,0.011414238459009353
2025-11-25,0.015642086862014546
2025-11-26,0.00045286693258667716
2025-11-27,0.0033367571779327676
2025-11-28,0.00806711763603619
2025-12-01,0.009157331918710829
2025-12-02,-0.005905828120565855
2025-12-03,-0.009799297024200205
2025-12-04,-0.006181209466704171
2025-12-05,0.012992459819036984
2025-12-08,0.006800616565488903
2025-12-09,-0.006240567372996156
2025-12-10,-0.0009051184967449617
2025-12-11,-0.009891077135477138
2025-12-12,0.006937879812558952
2025-12-15,-0.002674704283071984
2025-12-16,-0.012913906209551686
2025-12-17,0.006549512673667827
2025-12-18,0.0021530531012741725
2025-12-19,0.007155375849405234
