trade_date,turnover_mean_20
2025-11-05,0.005629634190342771
2025-11-06,0.0052044825409794946
2025-11-07,-0.0003287530990604936
2025-11-10,0.008810188710281846
2025-11-11,0.0006560780289843014
2025-11-12,-0.0017018378323860374
2025-11-13,0.0073052570677304505
2025-11-14,-0.00340169792413977
2025-11-17,-0.0038129412337621032
2025-11-18,-0.00911082946089892
2025-11-19,-0.006200960302722735
2025-11-20,-0.004173337697549209
2025-11-21,-0.02988330516536748
2025-11-24,0.010133902244694586
2025-11-25,0.009701606937888725
2025-11-26,-0.004957088157112942
2025-11-27,0.0023573516567112042
2025-11-28,0.00765453553347651
2025-12-01,0.006369971993216854
2025-12-02,-0.0046662115664940045
2025-12-03,-0.005053355637235287
2025-12-04,-0.006517150719804043
2025-12-05,0.010616381891630961
2025-12-08,0.004969987226413948
2025-12-09,-0.008249495505598716
2025-12-10,-0.00012464466390341215
2025-12-11,-0.008945989301099177
2025-12-12,0.004651869271999854
2025-12-15,-0.0009222526124690101
2025-12-16,-0.009821505454154122
2025-12-17,0.005176542654439983
2025-12-18,0.005048918298557914
2025-12-19,0.007681136341232798
