trade_date,bp
2025-06-25,0.008205833096497857
2025-06-26,-0.0004723069062702416
2025-06-27,0.0016431800191141449
2025-06-30,0.004535924609107436
2025-07-01,0.005713683738467821
2025-07-02,0.002006485676839602
2025-07-03,0.0061167709884617305
2025-07-04,-0.005626889690467329
2025-07-07,0.003983990085032276
2025-07-08,0.011303122875317081
2025-07-09,0.0011940095976014575
2025-07-10,0.005280353237972811
2025-07-11,0.0017912046359014353
2025-07-14,0.004319301107116978
2025-07-15,-0.01043123953748872
2025-07-16,-0.0005669763821218434
2025-07-17,0.005521642399675029
2025-07-18,0.0034860777879477875
2025-07-21,0.01176805947554199
2025-07-22,0.00624911430799207
2025-07-23,-0.003956825825834839
2025-07-24,0.011949247853156842
2025-07-25,-0.003065462693652572
2025-07-28,0.004279000065681021
2025-07-29,-2.2807974664194893e-05
2025-07-30,-0.002557312887591211
2025-07-31,-0.015992645770308383
2025-08-01,0.0023888252527401116
2025-08-04,0.0066711956429722505
2025-08-05,0.010218209284206671
2025-08-06,0.005190889078190647
2025-08-07,9.366864741410265e-06
2025-08-08,0.0006011057502529922
2025-08-11,0.00996206053597031
2025-08-12,0.0010603918333656607
2025-08-13,0.00532995050044278
2025-08-14,-0.013241306924090724
2025-08-15,0.014812611130321033
2025-08-18,0.012402808717663092
2025-08-19,0.0022480304590721777
2025-08-20,0.014665963740027257
2025-08-21,-0.0011859267060264837
2025-08-22,0.00694949730283963
2025-08-25,0.011172186559979
2025-08-26,0.0006840516889035342
2025-08-27,-0.02455617223398255
2025-08-28,0.007362323351340644
2025-08-29,0.0009104522704716983
2025-09-01,0.005181068605740214
2025-09-02,-0.012861490359347933
2025-09-03,-0.017135484856484487
2025-09-04,-0.004852848971576752
2025-09-05,0.018695138711376576
2025-09-08,0.008334126110253654
2025-09-09,-0.0044695398193520825
2025-09-10,0.0019987925770478393
2025-09-11,0.013560194461014207
2025-09-12,-0.0017010371484139795
2025-09-15,-0.003503556884056693
2025-09-16,0.005256366375121191
2025-09-17,0.004351504279661778
2025-09-18,-0.01576982290059733
2025-09-19,-0.0011452595084405469
2025-09-22,-0.000941738309553274
2025-09-23,-0.008266262115602968
2025-09-24,0.013015853878528513
2025-09-25,-0.005310156065157191
2025-09-26,-0.0013831403769670257
2025-09-29,0.012449167507032137
2025-09-30,0.004137167084914281
2025-10-09,0.01345337592349968
2025-10-10,-0.002864244153714722
2025-10-13,-0.002245478802881922
2025-10-14,-0.001356987235903539
2025-10-15,0.010640649417114631
2025-10-16,-0.004597944801675274
2025-10-17,-0.01950147823889692
2025-10-20,0.008193116842280388
2025-10-21,0.01237959766552401
2025-10-22,-0.0007837448348980382
2025-10-23,0.004485231139657773
2025-10-24,0.0033004441783140003
2025-10-27,0.006965652238911362
2025-10-28,-0.002872597649970535
2025-10-29,0.004737523848912854
2025-10-30,-0.00584340500511026
2025-10-31,-0.0009346728636647133
2025-11-03,0.006960527021976292
2025-11-04,-0.005117598950191917
2025-11-05,0.006600914612264121
2025-11-06,0.0075896299960974845
2025-11-07,0.0016463618133902762
2025-11-10,0.00780692626557622
2025-11-11,0.0008304260776746438
2025-11-12,-0.004103755282468781
2025-11-13,0.009871049405682173
2025-11-14,-0.004384731537563268
2025-11-17,-0.002873669536778608
2025-11-18,-0.011822920874566413
2025-11-19,-0.0070657369241785145
2025-11-20,-0.004017107649946766
2025-11-21,-0.03649291753830885
2025-11-24,0.008902058677197828
2025-11-25,0.012076688543306185
2025-11-26,-0.0033874542133110032
2025-11-27,0.002839495922263969
2025-11-28,0.008458266792710367
2025-12-01,0.010468418532065085
2025-12-02,-0.003481113937130039
2025-12-03,-0.004851477970116728
2025-12-04,-0.004880279223361393
2025-12-05,0.013273269430043474
2025-12-08,0.005110755210292512
2025-12-09,-0.009045525302480248
2025-12-10,0.00030651855799623216
2025-12-11,-0.010881020165329722
2025-12-12,0.004726749730089318
2025-12-15,0.0008336040739501173
2025-12-16,-0.013243694917123601
2025-12-17,0.007385931491647808
2025-12-18,0.0033934082226301228
2025-12-19,0.010315872296145294
