trade_date,intraday_range_20
2025-06-03,0.007131182734069134
2025-06-04,0.009656116855284448
2025-06-05,-1.0874602740914218e-06
2025-06-06,0.003262432677402981
2025-06-09,0.005961622180112647
2025-06-10,-0.005995027892658216
2025-06-11,0.006975486796330788
2025-06-12,0.0021347056841452875
2025-06-13,-0.013114149794583996
2025-06-16,0.008232295807703776
2025-06-17,0.0033755096544395183
2025-06-18,-0.001117771749299279
2025-06-19,-0.011296077151399703
2025-06-20,-0.0008522349477805967
2025-06-23,0.0114577810299348
2025-06-24,0.014395162624681294
2025-06-25,0.00783050389041443
2025-06-26,-0.000573517374375097
2025-06-27,0.0014397523672407065
2025-06-30,0.0045265565808464935
2025-07-01,0.004508954862403774
2025-07-02,0.0024271054189652416
2025-07-03,0.0035908979224915484
2025-07-04,-0.005237964759240394
2025-07-07,0.0038265832482094466
2025-07-08,0.00827345676845069
2025-07-09,0.0016227082367444988
2025-07-10,0.006344103142553938
2025-07-11,0.000605950531091601
2025-07-14,0.003307269151919824
2025-07-15,-0.009411231667950066
2025-07-16,0.0017557514859261665
2025-07-17,0.004501425782335902
2025-07-18,0.003084710220436835
2025-07-21,0.012070968839525633
2025-07-22,0.00670222778939248
2025-07-23,-0.0037811610362767233
2025-07-24,0.008957965550297218
2025-07-25,-0.0012754845538157072
2025-07-28,0.001822286898979651
2025-07-29,-0.000841770926570717
2025-07-30,-0.001955236380502366
2025-07-31,-0.01648398423420123
2025-08-01,0.002948657793811404
2025-08-04,0.007057286981892129
2025-08-05,0.010047192015786167
2025-08-06,0.004778074975394972
2025-08-07,0.0014177930563133117
2025-08-08,-0.0004193468251347478
2025-08-11,0.007602883169124324
2025-08-12,0.0018286312466767706
2025-08-13,0.0038189814683952036
2025-08-14,-0.012329906834810727
2025-08-15,0.01266502261837963
2025-08-18,0.010582382337040232
2025-08-19,-0.0003646927241582341
2025-08-20,0.014340445626632926
2025-08-21,-0.001970139128906197
2025-08-22,0.006099512103653052
2025-08-25,0.01011936198876819
2025-08-26,0.00041880260026245933
2025-08-27,-0.021337710727334397
2025-08-28,0.007142402663054446
2025-08-29,-0.001260977706971903
2025-09-01,0.0037121813865359115
2025-09-02,-0.008191020392173847
2025-09-03,-0.01741654577060062
2025-09-04,-0.004682094587280158
2025-09-05,0.014671090514593668
2025-09-08,0.007877847438385509
2025-09-09,-0.004543563591668589
2025-09-10,-0.00046464320966799915
2025-09-11,0.011814239582342855
2025-09-12,-0.003089526084526865
2025-09-15,-0.0029836222172680595
2025-09-16,0.0022489621874176996
2025-09-17,0.004893839918834087
2025-09-18,-0.016366238345562
2025-09-19,-0.0013998579251695666
2025-09-22,-0.0018042450908030052
2025-09-23,-0.004535302968633391
2025-09-24,0.01219248828523298
2025-09-25,-0.004164828727258302
2025-09-26,-0.002587036470487584
2025-09-29,0.007524640899058916
2025-09-30,0.0015215683221603072
2025-10-09,0.013757920158579325
2025-10-10,-0.0003842491472033847
2025-10-13,-0.0023169820273546216
2025-10-14,0.0002591035299393161
2025-10-15,0.009421379412138988
2025-10-16,-0.0018260178160860686
2025-10-17,-0.019234142275473716
2025-10-20,0.007644819751888327
2025-10-21,0.009401697651905539
2025-10-22,0.0002463648730247437
2025-10-23,0.004765248377394511
2025-10-24,0.001977415850903436
2025-10-27,0.006907256045525987
2025-10-28,-0.00044627142327275076
2025-10-29,0.0016866982438907849
2025-10-30,-0.006683579938512575
2025-10-31,-0.0005872014283794351
2025-11-03,0.008105932042282448
2025-11-04,-0.002422494786629606
2025-11-05,0.004253444953500017
2025-11-06,0.004458987754411184
2025-11-07,0.0009024031657819343
2025-11-10,0.007970586051692803
2025-11-11,0.0007773603360632427
2025-11-12,-0.0025126611195744834
2025-11-13,0.006777227499343262
2025-11-14,-0.0029046549103671376
2025-11-17,-0.001440933343917891
2025-11-18,-0.008864177483245427
2025-11-19,-0.0051286377648292495
2025-11-20,-0.0018408032022216416
2025-11-21,-0.028616441766036334
2025-11-24,0.00972905671152209
2025-11-25,0.009806886352380023
2025-11-26,-0.004859189457314389
2025-11-27,0.0021299460448099506
2025-11-28,0.005335063199129231
2025-12-01,0.009036113923806566
2025-12-02,-0.004136915087067821
2025-12-03,-0.0045937546959348265
2025-12-04,-0.004470415357685663
2025-12-05,0.011524840204911341
2025-12-08,0.0039642644676295595
2025-12-09,-0.008422730748101195
2025-12-10,0.0007224922226615651
2025-12-11,-0.00898786982971623
2025-12-12,0.005142640119522452
2025-12-15,0.0005839292520912012
2025-12-16,-0.008161557377934914
2025-12-17,0.004489806787533489
2025-12-18,0.004409045304529205
2025-12-19,0.00851745942755705
